species,life_stage,health_metrics,island_Biscoe,island_Dream,island_Torgensen,sex_female,sex_male,diet_fish,diet_krill,diet_parental,diet_squid,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g
0,2,0,1,0,0,0,1,0,1,0,0,3.095577608523707,3.190476350346503,5.393627546352362,8.444622498581403
0,0,2,1,0,0,0,1,0,1,0,0,3.32862668882732,3.005682604407159,5.438079308923196,8.493719835230594
0,2,2,1,0,0,0,1,0,1,0,0,3.261935314328648,2.9391619220655967,5.3230099791384085,8.39072252736229
0,1,0,1,0,0,1,0,0,0,1,0,3.4404180948154366,2.6461747973841225,5.147494476813453,7.988203597022576
0,1,0,1,0,0,1,0,0,0,1,0,3.6109179126442243,2.928523523860541,5.123963979403259,8.003028666384733
0,1,0,1,0,0,1,0,0,0,1,0,3.367295829986474,2.833213344056216,5.10594547390058,8.022568946988255
0,1,0,1,0,0,1,0,0,0,1,0,3.6054978451748854,2.7212954278522306,5.1647859739235145,8.00836557031292
0,1,1,1,0,0,1,0,0,0,1,0,3.190476350346503,2.7212954278522306,5.176149732573829,8.07215530818825
0,1,0,1,0,0,1,0,0,0,1,0,3.5263605246161616,2.772588722239781,5.181783550292085,7.955425088912672
0,1,0,1,0,0,0,1,0,0,1,0,3.520460802488973,2.747270914255491,5.267858159063328,8.203577736937952
0,1,2,1,0,0,0,1,0,0,1,0,3.4468078929142076,3.039749158970765,5.176149732573829,8.0774471493312
0,1,1,1,0,0,0,1,0,0,1,0,3.6189933266497696,2.501435951739211,5.303304908059076,8.268731832117737
0,1,2,1,0,0,0,1,0,0,1,0,3.563882963939251,2.9496883350525844,5.111987788356544,8.121777419161074
0,1,0,1,0,0,0,1,0,0,1,0,3.3141860046725258,2.5952547069568657,5.147494476813453,8.226038429485484
0,1,0,1,0,0,0,1,0,0,1,0,3.5234150143864045,2.766319109226186,5.204006687076795,8.201934351194222
0,1,0,1,0,0,0,1,0,0,1,0,3.5751506887855933,2.70805020110221,5.351858133476067,8.13505390861157
0,1,0,1,0,0,0,1,0,0,1,0,3.427514689979529,2.884800712846709,5.187385805840755,8.211482916445066
0,1,0,1,0,0,0,1,0,0,1,0,3.686376323895818,2.747270914255491,5.135798437050262,8.207674424355282
0,1,0,1,0,0,0,1,0,0,1,0,3.686376323895818,2.312535423847214,5.278114659230517,8.188133414510478
0,1,1,1,0,0,0,1,0,0,1,0,3.5467396869528134,2.681021528714291,5.198497031265826,8.288031567776464
0,1,1,1,0,0,0,1,0,0,1,0,3.502549875922443,2.6461747973841225,5.225746673713202,8.329175442077402
0,1,1,1,0,0,0,1,0,0,1,0,3.563882963939251,2.8213788864092133,5.225746673713202,8.274866820685254
0,1,0,1,0,0,0,1,0,0,1,0,3.339321977944068,2.89591193827178,5.247024072160486,8.22817689595132
0,1,2,1,0,0,0,1,0,0,1,0,3.6584202466292277,2.667228206581955,5.236441962829949,8.057377488557991
0,2,2,1,0,0,1,0,0,0,0,1,3.6913763343125234,3.0204248861443626,5.170483995038151,8.160518247477505
0,0,1,1,0,0,0,1,0,0,0,1,3.8394523125933104,3.0106208860477417,5.442417710521793,8.69483715865908
0,2,0,1,0,0,0,1,0,0,0,1,3.6888794541139363,2.954910279033736,5.402677381872279,8.493924564476883
0,2,1,0,1,0,1,0,1,0,0,0,3.529297384289471,2.9652730660692823,5.332718793265369,8.491054533806542
0,2,1,0,1,0,1,0,1,0,0,0,3.653252276470785,2.8735646395797834,5.389071729816501,8.589141690728821
0,2,1,0,1,0,1,0,1,0,0,0,3.9435216724875173,2.9806186357439426,5.337538079701318,8.508354242749032
0,0,0,0,1,0,1,0,1,0,0,0,4.192680462942962,2.9444389791664403,5.4116460518550396,8.451480648050856
0,2,1,0,1,0,0,1,1,0,0,0,3.9646154555473165,3.0301337002713233,5.4510384535657,8.671629544720656
0,0,1,0,1,0,0,1,1,0,0,0,3.8308129500026027,2.990719731730447,5.556828061699537,8.92399074475818
0,2,1,0,1,0,0,1,1,0,0,0,3.6938669956249757,2.995732273553991,5.44673737166631,8.879750798513125
0,2,1,0,1,0,0,1,1,0,0,0,4.139955073474153,2.9391619220655967,5.3612921657094255,8.54752839121231
0,2,1,0,1,0,0,1,1,0,0,0,3.937690752176724,3.0587070727153796,5.420534999272286,8.60813018640834
0,0,1,0,1,0,0,1,1,0,0,0,3.9815490680767565,3.100092288878234,5.5909869805108565,8.827468112520654
0,0,0,0,1,0,0,1,1,0,0,0,4.157319361383489,2.833213344056216,5.521460917862246,8.68050180902826
0,0,0,0,1,0,1,0,0,1,0,0,3.3068867021909143,2.975529566236472,5.313205979041787,8.353025845202325
0,2,2,0,1,0,0,1,0,1,0,0,3.2188758248682006,2.8678989020441064,5.337538079701318,8.301521654940728
0,0,0,0,1,0,1,0,0,1,0,0,3.4339872044851463,3.054001181677967,5.278114659230517,8.38958706681109
0,2,2,0,1,0,1,0,0,1,0,0,2.954910279033736,2.91235066461494,5.19295685089021,8.167919362957816
0,2,0,0,1,0,1,0,0,1,0,0,2.8094026953624978,2.791165107812717,5.375278407684165,8.324093761450404
0,2,0,0,1,0,1,0,0,1,0,0,3.1986731175506815,2.772588722239781,5.2832037287379885,8.235095497258357
0,2,0,0,1,0,1,0,0,1,0,0,3.214867803470662,2.9444389791664403,5.081404364984463,8.252706676567644
0,2,0,0,1,0,1,0,0,1,0,0,3.332204510175204,2.6390573296152584,5.2574953720277815,8.246171559857563
0,2,0,0,1,0,1,0,0,1,0,0,2.9652730660692823,2.9496883350525844,5.117993812416755,8.236950048061455
0,0,0,0,1,0,1,0,0,1,0,0,3.6216707044204863,3.054001181677967,5.231108616854587,8.370547611074752
0,2,0,0,1,0,1,0,0,1,0,0,3.3843902633457743,3.0349529867072724,5.288267030694535,8.247482004285693
0,2,0,0,1,0,1,0,0,1,0,0,3.4531571205928664,2.995732273553991,5.220355825078324,8.266164436612492
0,2,0,0,1,0,1,0,0,1,0,0,3.152736022363656,3.0106208860477417,5.19295685089021,8.238536930171769
0,2,0,0,1,0,1,0,0,1,0,0,3.139832617527748,2.8213788864092133,5.214935757608986,8.261268150577648
0,2,1,0,1,0,0,1,0,1,0,0,3.4242626545931514,2.760009940032921,5.241747015059643,8.658866349732383
0,2,2,0,1,0,0,1,0,1,0,0,3.4011973816621555,2.995732273553991,5.220355825078324,8.288534459413917
0,0,0,0,1,0,0,1,0,1,0,0,3.5145260669691587,3.169685580677429,5.288267030694535,8.609042845046117
0,2,2,0,1,0,0,1,0,1,0,0,3.2846635654062037,3.005682604407159,5.37989735354046,8.294299608857235
0,2,1,0,1,0,0,1,0,1,0,0,3.131136910560194,2.975529566236472,5.41610040220442,8.542860938164814
0,2,0,0,1,0,0,1,0,1,0,0,3.6109179126442243,2.7536607123542622,5.3706380281276624,8.487558386286548
0,2,2,0,1,0,0,1,0,1,0,0,3.4965075614664802,2.8094026953624978,5.356586274672012,8.341886969516187
0,2,2,0,1,0,0,1,0,1,0,0,3.4995332823830174,3.0252910757955354,5.337538079701318,8.339978571990427
0,2,0,0,1,0,0,1,0,1,0,0,3.258096538021482,2.9014215940827497,5.204006687076795,8.522777569710138
0,2,0,0,1,0,0,1,0,1,0,0,3.367295829986474,3.0204248861443626,5.288267030694535,8.496378051702317
0,2,2,0,1,0,0,1,0,1,0,0,3.367295829986474,3.095577608523707,5.365976015021851,8.36985260351753
0,0,0,0,1,0,0,1,0,1,0,0,3.4404180948154366,3.1654750481410856,5.424950017481403,8.542665987389269
0,2,2,0,1,0,0,1,0,1,0,0,3.56953269648137,2.995732273553991,5.262690188904886,8.400209835930418
0,2,2,0,1,0,0,1,0,1,0,0,3.66612246699132,3.0633909220278057,5.37989735354046,8.342601680684194
0,2,0,0,1,0,0,1,0,1,0,0,3.427514689979529,3.169685580677429,5.231108616854587,8.517193191416238
0,2,2,0,1,0,0,1,0,1,0,0,3.4995332823830174,2.928523523860541,5.288267030694535,8.357024439263416
0,0,0,0,1,0,0,1,0,1,0,0,3.529297384289471,3.054001181677967,5.484796933490655,8.627302414096267
0,1,0,0,1,0,1,0,0,0,1,0,3.5496173867804286,2.8678989020441064,5.1298987149230735,8.069342366811636
0,1,0,0,1,0,1,0,0,0,1,0,3.6054978451748854,2.8094026953624978,5.1647859739235145,7.999007213243955
0,1,0,0,1,0,1,0,0,0,1,0,3.1780538303479458,2.8735646395797834,5.062595033026967,8.027476530860483
0,1,0,0,1,0,1,0,0,0,1,0,3.7796338173824005,2.714694743820879,5.278114659230517,8.026823576217629
0,1,2,0,1,0,1,0,0,0,1,0,3.66612246699132,2.70805020110221,5.204006687076795,7.906915488678587
0,1,1,0,1,0,1,0,0,0,1,0,3.3357695763397,2.6878474937846906,5.19295685089021,8.15248607578024
0,1,0,0,1,0,1,0,0,0,1,0,3.520460802488973,2.8903717578961645,5.093750200806762,8.069968149059841
0,1,0,0,1,0,1,0,0,0,1,0,3.427514689979529,2.9014215940827497,5.220355825078324,8.012018239159062
0,1,0,0,1,0,1,0,0,0,1,0,3.487375077903208,2.667228206581955,5.198497031265826,7.991592282068092
0,1,1,0,1,0,1,0,0,0,1,0,3.4111477125153233,2.681021528714291,5.176149732573829,8.09132127353041
0,1,0,0,1,0,0,1,0,0,1,0,3.597312260588446,2.791165107812717,5.220355825078324,8.210396255104774
0,1,0,0,1,0,0,1,0,0,1,0,3.8199077165203406,2.8622008809294686,5.225746673713202,8.13505390861157
0,0,0,0,1,0,1,0,0,0,0,1,3.681351187693145,3.0301337002713233,5.4510384535657,8.494129251817686
0,0,0,0,1,0,0,1,0,0,0,1,3.730501128804756,3.126760535960395,5.393627546352362,8.651549243915316
0,0,1,0,1,0,0,1,0,0,0,1,3.7977338590260183,2.975529566236472,5.342334251964811,8.83884181343129
0,0,1,0,1,0,0,1,0,0,0,1,3.763522997109702,3.054001181677967,5.484796933490655,8.725507328484445
0,0,1,0,1,0,0,1,0,0,0,1,3.655839600035736,3.2108436531709366,5.3706380281276624,8.74528448245438
0,2,1,0,0,1,1,0,1,0,0,0,3.8088822465086327,2.9014215940827497,5.3471075307174685,8.583916823459145
0,2,1,0,0,1,1,0,1,0,0,0,3.728100167267218,2.9444389791664403,5.3471075307174685,8.541300266759471
0,0,1,0,0,1,1,0,1,0,0,0,3.9160150266976834,2.8678989020441064,5.41610040220442,8.5422759717837
0,0,0,0,0,1,1,0,1,0,0,0,3.9815490680767565,3.0204248861443626,5.545177444479562,8.516392871245468
0,0,1,0,0,1,1,0,1,0,0,0,3.8372994592322094,2.7536607123542622,5.541263545158426,8.653994232908383
0,0,1,0,0,1,0,1,1,0,0,0,3.7932394694381792,2.740840023925201,5.5909869805108565,8.776012719182917
0,2,1,0,0,1,0,1,1,0,0,0,3.979681653901961,3.186352633162641,5.3612921657094255,8.702842538302868
0,0,0,0,0,1,0,1,1,0,0,0,4.162003210695915,3.152736022363656,5.605802066295998,8.61195776786066
0,2,1,0,0,1,0,1,1,0,0,0,3.5779478934066544,3.091042453358316,5.560681631015528,8.71028982137815
0,0,1,0,0,1,0,1,1,0,0,0,3.901972669574645,2.91235066461494,5.545177444479562,8.857799727175905
0,0,1,0,0,1,0,1,1,0,0,0,4.192680462942962,2.884800712846709,5.484796933490655,8.815221555922163
0,2,0,0,0,1,1,0,0,1,0,0,3.126760535960395,2.9496883350525844,5.181783550292085,8.330140460246382
0,0,2,0,0,1,1,0,0,1,0,0,3.332204510175204,2.9069010598473755,5.272999558563747,8.287528423111763
0,2,2,0,0,1,0,1,0,1,0,0,3.3945083935113587,2.928523523860541,5.365976015021851,8.366835309827675
0,2,0,0,0,1,1,0,0,1,0,0,3.242592351485517,3.039749158970765,5.2832037287379885,8.360071435644025
0,2,0,0,0,1,1,0,0,1,0,0,3.3105430133940246,3.1135153092103742,5.267858159063328,8.28576542051433
0,0,0,0,0,1,1,0,0,1,0,0,3.254242968705492,3.100092288878234,5.384495062789089,8.458928283284262
0,2,0,0,0,1,1,0,0,1,0,0,3.3877743613300146,2.970414465569701,5.198497031265826,8.249836485425702
0,2,0,0,0,1,1,0,0,1,0,0,3.0349529867072724,2.9231615807191558,5.117993812416755,8.219864741912652
0,2,0,0,0,1,1,0,0,1,0,0,3.529297384289471,2.9014215940827497,5.19295685089021,8.248790733696413
0,2,2,0,0,1,1,0,0,1,0,0,3.407841924380824,2.9014215940827497,5.303304908059076,8.188411308079031
0,2,2,0,0,1,1,0,0,1,0,0,3.131136910560194,2.9014215940827497,5.153291594497779,8.193123721512068
0,0,1,0,0,1,1,0,0,1,0,0,3.484312288372662,2.975529566236472,5.327876168789581,8.60666819784384
0,0,1,0,0,1,1,0,0,1,0,0,3.1780538303479458,2.9496883350525844,5.262690188904886,8.53915035876828
0,0,2,0,0,1,0,1,0,1,0,0,3.3214324131932926,2.928523523860541,5.438079308923196,8.319717386850606
0,2,0,0,0,1,0,1,0,1,0,0,3.505557396986398,2.772588722239781,5.187385805840755,8.473241303887054
0,0,1,0,0,1,0,1,0,1,0,0,3.1780538303479458,3.0349529867072724,5.402677381872279,8.77043908654689
0,0,2,0,0,1,0,1,0,1,0,0,3.4657359027997265,3.0726933146901194,5.389071729816501,8.51097389160232
0,0,2,0,0,1,0,1,0,1,0,0,3.3775875160230218,3.100092288878234,5.3706380281276624,8.525558107747866
0,2,0,0,0,1,0,1,0,1,0,0,3.126760535960395,3.104586678466073,5.420534999272286,8.479698986988657
0,0,0,0,0,1,0,1,0,1,0,0,3.653252276470785,3.126760535960395,5.455321115357702,8.620110725422924
0,2,2,0,0,1,0,1,0,1,0,0,2.9444389791664403,2.7343675094195836,5.342334251964811,8.243282523048375
0,1,0,0,0,1,1,0,0,0,1,0,3.6082115510464816,2.7013612129514133,5.1298987149230735,8.054840221101024
0,1,1,0,0,1,1,0,0,0,1,0,3.332204510175204,2.681021528714291,5.153291594497779,8.081784206935001
0,1,1,0,0,1,1,0,0,0,1,0,3.3178157727231046,2.6946271807700692,5.308267697401205,8.085486772102845
0,1,0,0,0,1,1,0,0,0,1,0,3.40452517175483,2.6741486494265287,5.14166355650266,8.008032846969307
0,1,0,0,0,1,1,0,0,0,1,0,3.4688560301359703,2.9806186357439426,5.135798437050262,7.982074875081202
0,1,0,0,0,1,1,0,0,0,1,0,3.4111477125153233,2.6100697927420065,5.093750200806762,8.000684784514748
0,1,0,0,0,1,1,0,0,0,1,0,3.586292865338835,2.7536607123542622,5.147494476813453,8.042699496897637
0,1,0,0,0,1,1,0,0,0,1,0,3.4111477125153233,2.533696813957432,5.135798437050262,8.024862150286411
0,1,2,0,0,1,0,1,0,0,1,0,3.632309102625542,2.70805020110221,5.262690188904886,8.057060681965766
0,1,1,0,0,1,0,1,0,0,1,0,3.3068867021909143,2.8678989020441064,5.099866427824199,8.27893600229198
0,1,1,0,0,1,0,1,0,0,1,0,3.6938669956249757,2.970414465569701,5.220355825078324,8.31115254800169
0,1,0,0,0,1,0,1,0,0,1,0,3.5145260669691587,2.6878474937846906,5.159055299214529,8.19533366716287
0,1,2,0,0,1,0,1,0,0,1,0,3.5553480614894135,3.0252910757955354,5.342334251964811,8.116118431609365
0,1,1,0,0,1,0,1,0,0,1,0,3.6082115510464816,2.8791984572980396,5.272999558563747,8.322151070212902
0,2,0,0,0,1,0,1,0,0,0,1,3.828641396489095,2.8791984572980396,5.43372200355424,8.486115235845377
0,2,0,0,0,1,0,1,0,0,0,1,3.822098297900159,2.8507065015037334,5.3230099791384085,8.536407410340042
0,0,2,0,0,1,0,1,0,0,0,1,3.7400477406883357,3.1135153092103742,5.58724865840025,8.392763113038061
1,0,1,0,1,0,1,0,1,0,0,0,4.117409835153096,2.7788192719904172,5.3981627015177525,8.862483576488332
1,0,0,0,1,0,1,0,1,0,0,0,3.949318790171843,2.970414465569701,5.4638318050256105,8.607033895416027
1,0,0,0,1,0,1,0,1,0,0,0,3.9180050771056933,3.1570004211501135,5.4680601411351315,8.533263371593732
1,2,1,0,1,0,1,0,1,0,0,0,3.6838669122903918,2.9338568698359038,5.278114659230517,8.482808764554406
1,0,1,0,1,0,1,0,1,0,0,0,4.012772908528289,3.1354942159291497,5.4680601411351315,8.769040810858803
1,0,1,0,1,0,1,0,1,0,0,0,4.109233174715851,3.190476350346503,5.365976015021851,8.749256840105007
1,2,1,0,1,0,1,0,1,0,0,0,4.046553898385752,3.005682604407159,5.2574953720277815,8.607764889600624
1,2,0,0,1,0,1,0,1,0,0,0,3.996364153861897,3.0587070727153796,5.3230099791384085,8.421562960400987
1,0,1,0,1,0,0,1,1,0,0,0,4.0163830207523885,3.044522437723423,5.552959584921617,8.79920924224139
1,0,1,0,1,0,0,1,1,0,0,0,4.09933210373314,3.0633909220278057,5.703782474656201,8.883640232503673
1,0,1,0,1,0,0,1,1,0,0,0,4.275276264727001,3.2733640101522705,5.537334267018537,8.82453082152646
1,2,1,0,1,0,0,1,1,0,0,0,4.144720769547168,2.917770732084279,5.4510384535657,8.674025985443025
1,2,1,0,1,0,0,1,1,0,0,0,4.157319361383489,2.856470206220483,5.5093883366279774,8.767796255626598
1,0,1,0,1,0,0,1,1,0,0,0,4.144720769547168,3.0587070727153796,5.598421958998375,8.870943863837724
1,2,0,0,1,0,1,0,0,1,0,0,3.1135153092103742,2.89591193827178,5.093750200806762,8.280964400553373
1,2,0,0,1,0,1,0,0,1,0,0,3.4404180948154366,2.797281334830153,5.25227342804663,8.319717386850606
1,2,2,0,1,0,1,0,0,1,0,0,3.3214324131932926,3.044522437723423,5.231108616854587,8.228443883004033
1,2,2,0,1,0,1,0,0,1,0,0,3.2846635654062037,3.109060958860994,5.198497031265826,8.052296499538647
1,0,0,0,1,0,1,0,0,1,0,0,3.3032169733019514,2.9014215940827497,5.247024072160486,8.533263371593732
1,2,0,0,1,0,1,0,0,1,0,0,3.1822118404966093,3.1484533605716547,5.313205979041787,8.4071550862073
1,2,2,0,1,0,1,0,0,1,0,0,3.3775875160230218,3.0204248861443626,5.198497031265826,8.23403420769204
1,0,2,0,1,0,1,0,0,1,0,0,3.6082115510464816,3.068052935133617,5.293304824724492,8.342363500380579
1,0,2,0,1,0,1,0,0,1,0,0,3.4688560301359703,2.8903717578961645,5.272999558563747,8.402679804627477
1,2,0,0,1,0,1,0,0,1,0,0,3.202746442938317,2.7536607123542622,5.236441962829949,8.332789468417959
1,2,2,0,1,0,1,0,0,1,0,0,3.3638415951183864,2.9391619220655967,5.241747015059643,8.183118079394745
1,0,0,0,1,0,1,0,0,1,0,0,3.765840495250065,3.0301337002713233,5.278114659230517,8.524962928680598
1,2,0,0,1,0,1,0,0,1,0,0,3.5496173867804286,2.91235066461494,5.135798437050262,8.288534459413917
1,0,0,0,1,0,1,0,0,1,0,0,3.55820113047182,3.0492730404820207,5.389071729816501,8.418256443556213
1,2,2,0,1,0,1,0,0,1,0,0,3.342861804649192,2.8678989020441064,5.25227342804663,8.24143968982973
1,2,0,0,1,0,1,0,0,1,0,0,3.380994674344636,2.9231615807191558,5.2574953720277815,8.291045131081729
1,2,2,0,1,0,1,0,0,1,0,0,3.3843902633457743,2.9444389791664403,5.153291594497779,8.244071270295786
1,2,2,0,1,0,1,0,0,1,0,0,3.459466289786131,3.1822118404966093,5.19295685089021,8.132706489693264
1,2,1,0,1,0,1,0,0,1,0,0,3.459466289786131,2.6741486494265287,5.231108616854587,8.472405008626103
1,2,0,0,1,0,1,0,0,1,0,0,2.9806186357439426,2.9856819377004897,5.135798437050262,8.313852267398207
1,0,1,0,1,0,1,0,0,1,0,0,3.417726683613366,3.054001181677967,5.272999558563747,8.662504922576291
1,2,0,0,1,0,1,0,0,1,0,0,3.4781584227982836,2.9444389791664403,5.159055299214529,8.280711075662847
1,2,0,0,1,0,0,1,0,1,0,0,3.3843902633457743,3.044522437723423,5.420534999272286,8.456593569287309
1,0,2,0,1,0,0,1,0,1,0,0,3.5553480614894135,3.109060958860994,5.375278407684165,8.441391477999955
1,2,0,0,1,0,0,1,0,1,0,0,3.490428515390098,3.0252910757955354,5.272999558563747,8.481151420068972
1,0,0,0,1,0,0,1,0,1,0,0,3.459466289786131,3.0301337002713233,5.365976015021851,8.741136422901011
1,0,2,0,1,0,0,1,0,1,0,0,3.502549875922443,3.077312260546414,5.541263545158426,8.472195825485501
1,2,2,0,1,0,0,1,0,1,0,0,3.586292865338835,2.970414465569701,5.375278407684165,8.432070937999402
1,2,1,0,1,0,0,1,0,1,0,0,3.3568971227655755,3.0633909220278057,5.407171771460119,8.631057447565285
1,0,2,0,1,0,0,1,0,1,0,0,3.5380565643793527,3.109060958860994,5.332718793265369,8.554488976159934
1,2,2,0,1,0,0,1,0,1,0,0,3.3463891451671604,2.8622008809294686,5.308267697401205,8.287528423111763
1,2,2,0,1,0,0,1,0,1,0,0,3.391147045808654,2.9856819377004897,5.384495062789089,8.41316512099219
1,1,0,0,1,0,1,0,0,0,1,0,3.505557396986398,2.8449093838194073,5.147494476813453,7.994294986415977
1,1,0,0,1,0,1,0,0,0,1,0,3.5380565643793527,2.5416019934645457,5.099866427824199,8.030084094267563
1,1,0,0,1,0,1,0,0,0,1,0,3.517497837358316,3.044522437723423,5.220355825078324,8.035926369891792
1,1,1,0,1,0,1,0,0,0,1,0,3.493472657771326,2.740840023925201,5.117993812416755,8.224967478914584
1,1,0,0,1,0,1,0,0,0,1,0,3.5145260669691587,2.6878474937846906,5.075173815233827,8.129469764784231
1,1,0,0,1,0,1,0,0,0,1,0,3.4531571205928664,2.9601050959108397,5.1647859739235145,8.061802274538348
1,1,0,0,1,0,1,0,0,0,1,0,3.4436180975461075,2.6878474937846906,5.170483995038151,8.105609402299896
1,1,0,0,1,0,1,0,0,0,1,0,3.5085558999826545,2.856470206220483,5.187385805840755,8.14060704285845
1,1,0,0,1,0,1,0,0,0,1,0,3.2188758248682006,2.6878474937846906,5.214935757608986,8.09346227450118
1,1,2,0,1,0,0,1,0,0,1,0,3.5380565643793527,2.8390784635086144,5.303304908059076,8.167068178341237
1,1,2,0,1,0,0,1,0,0,1,0,3.481240089335692,2.797281334830153,5.147494476813453,8.16876982367527
1,1,0,0,1,0,0,1,0,0,1,0,3.407841924380824,3.0252910757955354,5.262690188904886,8.258422462458876
1,1,2,0,1,0,0,1,0,0,1,0,3.6270040503958487,2.884800712846709,5.25227342804663,8.174702882469461
1,1,2,0,1,0,0,1,0,0,1,0,3.8088822465086327,2.9014215940827497,5.342334251964811,8.185628891147607
1,1,0,0,1,0,0,1,0,0,1,0,3.4657359027997265,2.884800712846709,5.278114659230517,8.233768709217097
1,1,0,0,1,0,0,1,0,0,1,0,3.6082115510464816,2.8449093838194073,5.220355825078324,8.192016914536875
1,1,0,0,1,0,0,1,0,0,1,0,3.490428515390098,2.8507065015037334,5.204006687076795,8.272570608424903
1,1,0,0,1,0,0,1,0,0,1,0,3.711130063048756,2.8903717578961645,5.087596335232384,8.250620082174692
1,1,0,0,1,0,0,1,0,0,1,0,3.6712245188752153,2.4932054526026954,5.14166355650266,8.287276755814599
1,1,0,0,1,0,0,1,0,0,1,0,3.6136169696133895,2.8735646395797834,5.220355825078324,8.214194414852564
1,0,0,0,1,0,1,0,0,0,0,1,3.676300671907076,2.970414465569701,5.393627546352362,8.60611940061064
1,2,0,0,1,0,0,1,0,0,0,1,3.7328963395307104,2.9338568698359038,5.262690188904886,8.584103896698863
1,0,1,0,1,0,0,1,0,0,0,1,3.996364153861897,3.1945831322991562,5.402677381872279,8.944289319650697
1,0,0,0,1,0,0,1,0,0,0,1,4.175924549214524,2.9391619220655967,5.393627546352362,8.659213451436667
2,0,0,1,0,0,1,0,1,0,0,0,3.9569963710708773,3.190476350346503,5.44673737166631,8.619208116822968
2,0,0,1,0,0,1,0,1,0,0,0,4.056988775678332,3.0726933146901194,5.5093883366279774,8.651549243915316
2,0,1,1,0,0,1,0,1,0,0,0,4.212127597878484,3.2188758248682006,5.560681631015528,8.811652248147043
2,0,1,1,0,0,1,0,1,0,0,0,4.05871738457895,3.1179499062782403,5.3230099791384085,8.779557455883728
2,2,1,1,0,0,1,0,1,0,0,0,3.9357395320454622,2.9806186357439426,5.3706380281276624,8.654168646443315
2,2,1,1,0,0,1,0,1,0,0,0,3.7819143200811256,2.9856819377004897,5.262690188904886,8.55159461813357
2,2,1,1,0,0,1,0,1,0,0,0,3.8918202981106265,3.044522437723423,5.5093883366279774,8.540714386457584
2,2,1,1,0,0,1,0,1,0,0,0,3.966511190712216,3.100092288878234,5.3612921657094255,8.575084669832014
2,0,1,1,0,0,1,0,1,0,0,0,4.133565275375382,3.1354942159291497,5.44673737166631,8.766082459148864
2,0,0,1,0,0,1,0,1,0,0,0,3.7256934272366524,3.1135153092103742,5.480638923341991,8.679992081721329
2,0,0,1,0,0,1,0,1,0,0,0,4.312140507209715,3.095577608523707,5.5053315359323625,8.535622326884605
2,0,0,1,0,0,1,0,1,0,0,0,4.272490747605575,3.152736022363656,5.529429087511423,8.711607995897575
2,0,1,1,0,0,1,0,1,0,0,0,4.289088639014612,3.0301337002713233,5.497168225293202,8.836809882398365
2,0,1,1,0,0,1,0,1,0,0,0,4.032469158504013,2.9444389791664403,5.476463551931511,8.92172453036431
